"mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
120,4,"NECK CHEST ABDOMEN WRIST",0.703387015593034,0.698463978507441,0.685799620819781,25.97622757504,1410.95691529874,712.221883975736,1431.98890451433,4336.64939890994,17.9860358028974,0.308920577120948,0.0734489509879278
121,4,"ADIPOSITY NECK ABDOMEN WRIST",0.702233193765422,0.697291006110076,0.682695299210222,26.9953127317328,1411.91199664773,713.139665149407,1432.94398586332,4353.51892586327,18.0560013195557,0.310122275372942,0.0737346667432057
196,5,"ADIPOSITY NECK CHEST ABDOMEN WRIST",0.703407856290866,0.697228853296926,0.676530909415984,27.9578205339287,1412.93963017619,714.083439722107,1437.47695092771,4354.48839779147,18.1316596440195,0.311421750894591,0.0740583826862722
122,4,"AGE HEIGHT CHEST ABDOMEN",0.700603581910662,0.695634346755652,0.681959524452674,28.4346278951441,1413.25462959991,714.430017700397,1434.28661881551,4377.34477180367,18.1548178201993,0.311819505976863,0.0741382002617701
123,4,"AGE NECK CHEST ABDOMEN",0.699997322465168,0.695018024912723,0.683325807053651,28.9700918525962,1413.75226089612,714.908318025298,1434.78425011171,4386.20862739361,18.1915802165398,0.312450921415945,0.0742883255854712
48,3,"AGE NECK ABDOMEN",0.698221886316909,0.694480835320838,0.685175273741675,28.5382027879656,1413.20381457172,714.457738122881,1430.73047225138,4393.85876204426,18.1510184545646,0.311754249672614,0.0741103824036994
49,3,"HEIGHT CHEST ABDOMEN",0.698215661346582,0.694474533181457,0.681735010305943,28.5437008420927,1413.20888891885,714.462654299225,1430.73554659852,4393.94939698157,18.1513928672412,0.311760680427084,0.0741119111259972
197,5,"AGE ADIPOSITY NECK CHEST ABDOMEN",0.700708473161203,0.694473233018728,0.674822212697836,30.3419852410225,1415.16843027649,716.208394745162,1439.70575102802,4394.12003594719,18.2966818713239,0.314256103180737,0.0747324125049093
124,4,"AGE ADIPOSITY NECK ABDOMEN",0.698312788090375,0.69330553146117,0.680016774907728,30.4579160003186,1415.12970315059,716.23238243603,1436.16169236618,4410.83747160451,18.2937271122221,0.314205353482638,0.0747054593228192
50,3,"CHEST ABDOMEN WRIST",0.696395374127788,0.692631680418628,0.681473814890774,30.1514253981712,1414.68824196803,715.895972323913,1432.21489964769,4420.45259447367,18.260877503147,0.313641142429971,0.0745589355315215
125,4,"ADIPOSITY CHEST ABDOMEN WRIST",0.696552817669652,0.691516349913132,0.670764597779187,32.012367206784,1416.56063799208,717.608069270118,1437.59262720768,4436.56923342332,18.4004483033475,0.316038351721649,0.075141272951917
10,2,"ABDOMEN WRIST",0.693029684505228,0.69050317985095,0.681090479137848,31.1240891615922,1415.40033503727,716.709404274336,1429.421661181,4450.98786508398,18.3137832615299,0.314549829457606,0.0747650217786247
51,3,"ADIPOSITY ABDOMEN WRIST",0.694278094585349,0.690488153609134,0.675984821807199,32.02146122401,1416.39784375619,717.552566762578,1433.92450143585,4451.27997010971,18.3882253070658,0.315828414684557,0.0750788950296793
52,3,"AGE HEIGHT ABDOMEN",0.693192086905176,0.689388683023835,0.677762547927526,32.9806511790221,1417.27015449499,718.397910749515,1434.79681217465,4467.09213190945,18.4535453039471,0.316950323445066,0.0753455957638337
53,3,"NECK CHEST ABDOMEN",0.691984719346195,0.68816634809842,0.676973523031973,34.047029304817,1418.23632754872,719.334278499908,1435.76298522839,4484.67128124964,18.5261647214954,0.318197603981204,0.0756420999417075
11,2,"HEIGHT ABDOMEN",0.69020289509322,0.687653124682465,0.676939430850266,33.6207823788076,1417.65530195524,718.911490731447,1431.67662809897,4491.97555912115,18.4824289122798,0.317446416139046,0.0754535084539949
12,2,"NECK ABDOMEN",0.689655239907477,0.687100962046633,0.678448386585911,34.1044855446005,1418.08979353957,719.335817477162,1432.1111196833,4499.91641353916,18.5151019033395,0.318007593675055,0.075586894158809
126,4,"ADIPOSITY NECK CHEST ABDOMEN",0.692016867786828,0.686905114555074,0.668136646169711,36.0186349740143,1420.21065048126,721.118092294223,1441.24263969685,4502.88738322436,18.6754995023222,0.320762515292557,0.076264489999523
54,3,"ADIPOSITY NECK ABDOMEN",0.689811454036741,0.685966141483477,0.673512551186364,35.966513202087,1419.96593660478,721.010697261282,1437.49259428445,4516.31380398148,18.6568798958238,0.320442712771962,0.0761758083713302
55,3,"AGE CHEST ABDOMEN",0.678889037187469,0.674908322772437,0.663090850209711,45.6134730878633,1428.47911507933,729.265200934285,1446.00577275899,4675.34308675536,19.3138294253307,0.331726201252615,0.0788581251225119
127,4,"AGE ADIPOSITY CHEST ABDOMEN",0.678915706947114,0.673586507062419,0.651974720813579,47.5899176692219,1430.45868278614,730.980282693639,1451.49067200174,4694.4337559975,19.4699284731029,0.334407292764624,0.0795086720515159
56,3,"AGE ADIPOSITY ABDOMEN",0.671442910737942,0.66736988897023,0.653454216533654,52.1900837551068,1434.11838675311,734.736011864886,1451.64504443277,4783.75793349239,19.761690858855,0.339418480642622,0.0806867377805532
13,2,"AGE ABDOMEN",0.669167125908894,0.666444221595387,0.65661367880383,52.2001155326384,1433.81645715755,734.700033212725,1447.83778330128,4796.98861297697,19.7374183954172,0.339001587031627,0.0805769346024202
14,2,"CHEST ABDOMEN",0.668982795632731,0.666258374197609,0.655110830570285,52.3629207802697,1433.95348289974,734.83394913048,1447.97480904347,4799.66135291616,19.7484155002048,0.339190468672634,0.0806218296832021
57,3,"ADIPOSITY CHEST ABDOMEN",0.669793466956119,0.665699997538219,0.645056987243807,53.6469149873034,1435.35028239682,735.931416141632,1452.87694007648,4807.77366785036,19.860899791399,0.341122451491613,0.0810918066171644
15,2,"ADIPOSITY ABDOMEN",0.662616916226093,0.659840100721781,0.646867993401842,57.9854294357255,1438.63945839658,739.414092394366,1452.66078454031,4891.96490983783,20.1282025018708,0.345713530286843,0.0821722894131935
1,1,"ABDOMEN",0.657157119223823,0.655752025450151,0.646586814866205,60.8076627740256,1440.58855465705,741.64999397159,1451.10454926485,4950.67318586353,20.2882975763502,0.348463255870868,0.0828176225239306
198,5,"AGE WEIGHT HEIGHT ADIPOSITY WRIST",0.617620817021307,0.609654584042584,0.581300168464233,103.727143200651,1475.43711106397,773.912602127564,1499.9744318155,5613.99130474144,23.3761053614665,0.401498142127628,0.0954792109802876
